subjectNo	activityName	featureLabel	count	average
4	WALKING_UPSTAIRS	TimeBodyAccJerkMeanY	52	0.0234018993153846
4	WALKING_UPSTAIRS	TimeBodyAccJerkMeanZ	52	0.00340280836730769
4	WALKING_UPSTAIRS	TimeBodyAccJerkStdX	52	-0.380488027307692
4	WALKING_UPSTAIRS	TimeBodyAccJerkStdY	52	-0.281543175326923
4	WALKING_UPSTAIRS	TimeBodyAccJerkStdZ	52	-0.726495311923077
4	WALKING_UPSTAIRS	TimeBodyGyroMeanX	52	0.0393825198942308
4	WALKING_UPSTAIRS	TimeBodyGyroMeanY	52	-0.0859471683596154
4	WALKING_UPSTAIRS	TimeBodyGyroMeanZ	52	0.0843753843384615
4	WALKING_UPSTAIRS	TimeBodyGyroStdX	52	-0.454431043269231
4	WALKING_UPSTAIRS	TimeBodyGyroStdY	52	-0.551185569230769
4	WALKING_UPSTAIRS	TimeBodyGyroStdZ	52	-0.360811047884615
4	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanX	52	-0.1314720713
4	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanY	52	-0.0390508828865385
4	WALKING_UPSTAIRS	TimeBodyGyroJerkMeanZ	52	-0.0722496260807692
4	WALKING_UPSTAIRS	TimeBodyGyroJerkStdX	52	-0.533666803846154
4	WALKING_UPSTAIRS	TimeBodyGyroJerkStdY	52	-0.840722752692308
4	WALKING_UPSTAIRS	TimeBodyGyroJerkStdZ	52	-0.556236584807692
4	WALKING_UPSTAIRS	TimeBodyAccMagMean	52	-0.153703935357692
4	WALKING_UPSTAIRS	TimeBodyAccMagStd	52	-0.212012300480769
4	WALKING_UPSTAIRS	TimeGravityAccMagMean	52	-0.153703935357692
4	WALKING_UPSTAIRS	TimeGravityAccMagStd	52	-0.212012300480769
4	WALKING_UPSTAIRS	TimeBodyAccJerkMagMean	52	-0.400922254807692
4	WALKING_UPSTAIRS	TimeBodyAccJerkMagStd	52	-0.437261477884615
4	WALKING_UPSTAIRS	TimeBodyGyroMagMean	52	-0.299779407884615
4	WALKING_UPSTAIRS	TimeBodyGyroMagStd	52	-0.510974134423077
4	WALKING_UPSTAIRS	TimeBodyGyroJerkMagMean	52	-0.686978374423077
4	WALKING_UPSTAIRS	TimeBodyGyroJerkMagStd	52	-0.755270457692308
4	WALKING_UPSTAIRS	FreqBodyAccMeanX	52	-0.294488270365385
4	WALKING_UPSTAIRS	FreqBodyAccMeanY	52	-0.117109161492308
4	WALKING_UPSTAIRS	FreqBodyAccMeanZ	52	-0.524655722692308
4	WALKING_UPSTAIRS	FreqBodyAccStdX	52	-0.173217219014423
4	WALKING_UPSTAIRS	FreqBodyAccStdY	52	-0.101434446040385
4	WALKING_UPSTAIRS	FreqBodyAccStdZ	52	-0.345109817692308
4	WALKING_UPSTAIRS	FreqBodyAccJerkMeanX	52	-0.418304647307692
4	WALKING_UPSTAIRS	FreqBodyAccJerkMeanY	52	-0.297805187243462
4	WALKING_UPSTAIRS	FreqBodyAccJerkMeanZ	52	-0.690106934230769
4	WALKING_UPSTAIRS	FreqBodyAccJerkStdX	52	-0.396762584807692
4	WALKING_UPSTAIRS	FreqBodyAccJerkStdY	52	-0.314525030788462
4	WALKING_UPSTAIRS	FreqBodyAccJerkStdZ	52	-0.762772175
4	WALKING_UPSTAIRS	FreqBodyGyroMeanX	52	-0.3710689925
4	WALKING_UPSTAIRS	FreqBodyGyroMeanY	52	-0.684310201538462
4	WALKING_UPSTAIRS	FreqBodyGyroMeanZ	52	-0.350765737115385
4	WALKING_UPSTAIRS	FreqBodyGyroStdX	52	-0.483548693461538
4	WALKING_UPSTAIRS	FreqBodyGyroStdY	52	-0.489824279230769
4	WALKING_UPSTAIRS	FreqBodyGyroStdZ	52	-0.424533512307692
4	WALKING_UPSTAIRS	FreqBodyAccMagMean	52	-0.276825498230769
4	WALKING_UPSTAIRS	FreqBodyAccMagStd	52	-0.301005898461538
4	WALKING_UPSTAIRS	FreqBodyAccJerkMagMean	52	-0.397406285
4	WALKING_UPSTAIRS	FreqBodyAccJerkMagStd	52	-0.497324087307692
4	WALKING_UPSTAIRS	FreqBodyGyroMagMean	52	-0.575794072115385
4	WALKING_UPSTAIRS	FreqBodyGyroMagStd	52	-0.552489628846154
4	WALKING_UPSTAIRS	FreqBodyGyroJerkMagMean	52	-0.740749226346154
4	WALKING_UPSTAIRS	FreqBodyGyroJerkMagStd	52	-0.794209483076923
5	LAYING	TimeBodyAccMeanX	52	0.278334325576923
5	LAYING	TimeBodyAccMeanY	52	-0.0183042123269231
5	LAYING	TimeBodyAccMeanZ	52	-0.107937603673077
5	LAYING	TimeBodyAccStdX	52	-0.965934509615385
5	LAYING	TimeBodyAccStdY	52	-0.969295613269231
5	LAYING	TimeBodyAccStdZ	52	-0.968562516346154
5	LAYING	TimeGravityAccMeanX	52	-0.483470597692308
5	LAYING	TimeGravityAccMeanY	52	0.954890346153846
5	LAYING	TimeGravityAccMeanZ	52	0.263644691923077
5	LAYING	TimeGravityAccStdX	52	-0.945695336153846
5	LAYING	TimeGravityAccStdY	52	-0.985964053846154
5	LAYING	TimeGravityAccStdZ	52	-0.977076645
5	LAYING	TimeBodyAccJerkMeanX	52	0.0848164824230769
5	LAYING	TimeBodyAccJerkMeanY	52	0.00747460829615385
5	LAYING	TimeBodyAccJerkMeanZ	52	-0.00304067159653846
5	LAYING	TimeBodyAccJerkStdX	52	-0.983307862115385
5	LAYING	TimeBodyAccJerkStdY	52	-0.964560430961538
5	LAYING	TimeBodyAccJerkStdZ	52	-0.985419368461538
5	LAYING	TimeBodyGyroMeanX	52	-0.0218935013501923
5	LAYING	TimeBodyGyroMeanY	52	-0.0798709596153846
5	LAYING	TimeBodyGyroMeanZ	52	0.159894366942308
5	LAYING	TimeBodyGyroStdX	52	-0.979498706538462
5	LAYING	TimeBodyGyroStdY	52	-0.977427370576923
5	LAYING	TimeBodyGyroStdZ	52	-0.960583776923077
5	LAYING	TimeBodyGyroJerkMeanX	52	-0.102114125
5	LAYING	TimeBodyGyroJerkMeanY	52	-0.0404446925288462
5	LAYING	TimeBodyGyroJerkMeanZ	52	-0.07083096875
5	LAYING	TimeBodyGyroJerkStdX	52	-0.983422257692308
5	LAYING	TimeBodyGyroJerkStdY	52	-0.983759479230769
5	LAYING	TimeBodyGyroJerkStdZ	52	-0.989679592307692
5	LAYING	TimeBodyAccMagMean	52	-0.966777882884615
5	LAYING	TimeBodyAccMagStd	52	-0.958612786346154
5	LAYING	TimeGravityAccMagMean	52	-0.966777882884615
5	LAYING	TimeGravityAccMagStd	52	-0.958612786346154
5	LAYING	TimeBodyAccJerkMagMean	52	-0.980141253846154
5	LAYING	TimeBodyAccJerkMagStd	52	-0.977477145384615
5	LAYING	TimeBodyGyroMagMean	52	-0.946938300576923
5	LAYING	TimeBodyGyroMagStd	52	-0.958287921923077
5	LAYING	TimeBodyGyroJerkMagMean	52	-0.9864194225
5	LAYING	TimeBodyGyroJerkMagStd	52	-0.98377138
5	LAYING	FreqBodyAccMeanX	52	-0.968741678461538
5	LAYING	FreqBodyAccMeanY	52	-0.965419520961538
5	LAYING	FreqBodyAccMeanZ	52	-0.977007724615385
5	LAYING	FreqBodyAccStdX	52	-0.964953893653846
5	LAYING	FreqBodyAccStdY	52	-0.972909186730769
5	LAYING	FreqBodyAccStdZ	52	-0.965882191153846
5	LAYING	FreqBodyAccJerkMeanX	52	-0.982689657115385
5	LAYING	FreqBodyAccJerkMeanY	52	-0.965328566153846
5	LAYING	FreqBodyAccJerkMeanZ	52	-0.983250309423077
5	LAYING	FreqBodyAccJerkStdX	52	-0.985625270384615
5	LAYING	FreqBodyAccJerkStdY	52	-0.96624258
5	LAYING	FreqBodyAccJerkStdZ	52	-0.986135599038462
5	LAYING	FreqBodyGyroMeanX	52	-0.975797491730769
5	LAYING	FreqBodyGyroMeanY	52	-0.978249645769231
5	LAYING	FreqBodyGyroMeanZ	52	-0.963202948461538
5	LAYING	FreqBodyGyroStdX	52	-0.980705769807692
5	LAYING	FreqBodyGyroStdY	52	-0.977257800961538
5	LAYING	FreqBodyGyroStdZ	52	-0.963305738076923
5	LAYING	FreqBodyAccMagMean	52	-0.962234984038462
5	LAYING	FreqBodyAccMagStd	52	-0.962525369423077
5	LAYING	FreqBodyAccJerkMagMean	52	-0.977356379807692
5	LAYING	FreqBodyAccJerkMagStd	52	-0.976381934807692
5	LAYING	FreqBodyGyroMagMean	52	-0.968257068846154
5	LAYING	FreqBodyGyroMagStd	52	-0.959263063269231
5	LAYING	FreqBodyGyroJerkMagMean	52	-0.984618025769231
5	LAYING	FreqBodyGyroJerkMagStd	52	-0.983434493076923
5	SITTING	TimeBodyAccMeanX	44	0.273694139545455
5	SITTING	TimeBodyAccMeanY	44	-0.00990083527045455
5	SITTING	TimeBodyAccMeanZ	44	-0.108540300265909
5	SITTING	TimeBodyAccStdX	44	-0.980945022045455
5	SITTING	TimeBodyAccStdY	44	-0.904335121022727
5	SITTING	TimeBodyAccStdZ	44	-0.926094740227273
5	SITTING	TimeGravityAccMeanX	44	0.880731443863636
5	SITTING	TimeGravityAccMeanY	44	0.168445524
5	SITTING	TimeGravityAccMeanZ	44	0.143006857611364
5	SITTING	TimeGravityAccStdX	44	-0.983137541590909
5	SITTING	TimeGravityAccStdY	44	-0.939942979795455
5	SITTING	TimeGravityAccStdZ	44	-0.945008999545454
5	SITTING	TimeBodyAccJerkMeanX	44	0.0749577410909091
5	SITTING	TimeBodyAccJerkMeanY	44	-0.00278773346136363
5	SITTING	TimeBodyAccJerkMeanZ	44	0.00338609594827273
5	SITTING	TimeBodyAccJerkStdX	44	-0.975204850227273
5	SITTING	TimeBodyAccJerkStdY	44	-0.952786261136364
5	SITTING	TimeBodyAccJerkStdZ	44	-0.973436529545455
5	SITTING	TimeBodyGyroMeanX	44	-0.0422355209795455
5	SITTING	TimeBodyGyroMeanY	44	-0.0835484079545454
5	SITTING	TimeBodyGyroMeanZ	44	0.0823934451590909
5	SITTING	TimeBodyGyroStdX	44	-0.966225485
5	SITTING	TimeBodyGyroStdY	44	-0.950064068181818
5	SITTING	TimeBodyGyroStdZ	44	-0.940637937045455
5	SITTING	TimeBodyGyroJerkMeanX	44	-0.0889747665681818
5	SITTING	TimeBodyGyroJerkMeanY	44	-0.0454702982386364
5	SITTING	TimeBodyGyroJerkMeanZ	44	-0.0487714733568182
5	SITTING	TimeBodyGyroJerkStdX	44	-0.966037012045455
5	SITTING	TimeBodyGyroJerkStdY	44	-0.975433911363636
5	SITTING	TimeBodyGyroJerkStdZ	44	-0.964878512727273
5	SITTING	TimeBodyAccMagMean	44	-0.9379783225
5	SITTING	TimeBodyAccMagStd	44	-0.920939027727273
5	SITTING	TimeGravityAccMagMean	44	-0.9379783225
5	SITTING	TimeGravityAccMagStd	44	-0.920939027727273
5	SITTING	TimeBodyAccJerkMagMean	44	-0.969320155681818
5	SITTING	TimeBodyAccJerkMagStd	44	-0.965757731590909
5	SITTING	TimeBodyGyroMagMean	44	-0.934301646590909
5	SITTING	TimeBodyGyroMagStd	44	-0.931414810454546
5	SITTING	TimeBodyGyroJerkMagMean	44	-0.973848287045454
5	SITTING	TimeBodyGyroJerkMagStd	44	-0.970392610454546
5	SITTING	FreqBodyAccMeanX	44	-0.977450812045454
5	SITTING	FreqBodyAccMeanY	44	-0.921434735681818
5	SITTING	FreqBodyAccMeanZ	44	-0.946064216818182
5	SITTING	FreqBodyAccStdX	44	-0.9825908425
5	SITTING	FreqBodyAccStdY	44	-0.9022915301
5	SITTING	FreqBodyAccStdZ	44	-0.92184351
5	SITTING	FreqBodyAccJerkMeanX	44	-0.976024951136364
5	SITTING	FreqBodyAccJerkMeanY	44	-0.954237489772727
5	SITTING	FreqBodyAccJerkMeanZ	44	-0.969501330681818
5	SITTING	FreqBodyAccJerkStdX	44	-0.976530547272727
5	SITTING	FreqBodyAccJerkStdY	44	-0.954464442045455
5	SITTING	FreqBodyAccJerkStdZ	44	-0.97602233
5	SITTING	FreqBodyGyroMeanX	44	-0.957117251818182
5	SITTING	FreqBodyGyroMeanY	44	-0.955460359318182
5	SITTING	FreqBodyGyroMeanZ	44	-0.938003425909091
5	SITTING	FreqBodyGyroStdX	44	-0.969390369318182
5	SITTING	FreqBodyGyroStdY	44	-0.947571471590909
5	SITTING	FreqBodyGyroStdZ	44	-0.947346476590909
5	SITTING	FreqBodyAccMagMean	44	-0.936290604545455
5	SITTING	FreqBodyAccMagStd	44	-0.925669291136364
5	SITTING	FreqBodyAccJerkMagMean	44	-0.964440302272727
5	SITTING	FreqBodyAccJerkMagStd	44	-0.966545323409091
5	SITTING	FreqBodyGyroMagMean	44	-0.944760322045455
5	SITTING	FreqBodyGyroMagStd	44	-0.934746865454545
5	SITTING	FreqBodyGyroJerkMagMean	44	-0.971598370227273
5	SITTING	FreqBodyGyroJerkMagStd	44	-0.970675403409091
5	STANDING	TimeBodyAccMeanX	56	0.282544390892857
5	STANDING	TimeBodyAccMeanY	56	-0.00700418554517857
5	STANDING	TimeBodyAccMeanZ	56	-0.102171095696429
5	STANDING	TimeBodyAccStdX	56	-0.968591815714286
5	STANDING	TimeBodyAccStdY	56	-0.869439913392857
5	STANDING	TimeBodyAccStdZ	56	-0.869327321785714
5	STANDING	TimeGravityAccMeanX	56	0.960188699107143
5	STANDING	TimeGravityAccMeanY	56	-0.03871012665
5	STANDING	TimeGravityAccMeanZ	56	0.138638436607143
5	STANDING	TimeGravityAccStdX	56	-0.974088206071429
5	STANDING	TimeGravityAccStdY	56	-0.931973943392857
5	STANDING	TimeGravityAccStdZ	56	-0.914608495714286
5	STANDING	TimeBodyAccJerkMeanX	56	0.0725189859107143
5	STANDING	TimeBodyAccJerkMeanY	56	-0.00221990214464286
5	STANDING	TimeBodyAccJerkMeanZ	56	-0.0122812220569643
5	STANDING	TimeBodyAccJerkStdX	56	-0.962647080178571
5	STANDING	TimeBodyAccJerkStdY	56	-0.931217140714286
5	STANDING	TimeBodyAccJerkStdZ	56	-0.963832118928571
5	STANDING	TimeBodyGyroMeanX	56	-0.0322711902673214
5	STANDING	TimeBodyGyroMeanY	56	-0.050987505
5	STANDING	TimeBodyGyroMeanZ	56	0.0690945763946429
5	STANDING	TimeBodyGyroStdX	56	-0.910395222321429
5	STANDING	TimeBodyGyroStdY	56	-0.933738104107143
5	STANDING	TimeBodyGyroStdZ	56	-0.907471555714286
5	STANDING	TimeBodyGyroJerkMeanX	56	-0.0922249863035714
5	STANDING	TimeBodyGyroJerkMeanY	56	-0.0399108188821429
5	STANDING	TimeBodyGyroJerkMeanZ	56	-0.0422221341625
5	STANDING	TimeBodyGyroJerkStdX	56	-0.941930044107143
5	STANDING	TimeBodyGyroJerkStdY	56	-0.961177741607143
5	STANDING	TimeBodyGyroJerkStdZ	56	-0.944755343035714
5	STANDING	TimeBodyAccMagMean	56	-0.906104701071429
5	STANDING	TimeBodyAccMagStd	56	-0.87977380125
5	STANDING	TimeGravityAccMagMean	56	-0.906104701071429
5	STANDING	TimeGravityAccMagStd	56	-0.87977380125
5	STANDING	TimeBodyAccJerkMagMean	56	-0.956863566071429
5	STANDING	TimeBodyAccJerkMagStd	56	-0.942962047678572
5	STANDING	TimeBodyGyroMagMean	56	-0.900671630714286
5	STANDING	TimeBodyGyroMagStd	56	-0.867041711785714
5	STANDING	TimeBodyGyroJerkMagMean	56	-0.958405900892857
5	STANDING	TimeBodyGyroJerkMagStd	56	-0.947970723571429
5	STANDING	FreqBodyAccMeanX	56	-0.964500917321429
5	STANDING	FreqBodyAccMeanY	56	-0.890796360535714
5	STANDING	FreqBodyAccMeanZ	56	-0.915083799107143
5	STANDING	FreqBodyAccStdX	56	-0.97066840875
5	STANDING	FreqBodyAccStdY	56	-0.867933178017857
5	STANDING	FreqBodyAccStdZ	56	-0.858231387857143
5	STANDING	FreqBodyAccJerkMeanX	56	-0.963059235178571
5	STANDING	FreqBodyAccJerkMeanY	56	-0.93137020875
5	STANDING	FreqBodyAccJerkMeanZ	56	-0.958438726607143
5	STANDING	FreqBodyAccJerkStdX	56	-0.965778920714286
5	STANDING	FreqBodyAccJerkStdY	56	-0.936202600714286
5	STANDING	FreqBodyAccJerkStdZ	56	-0.96807230125
5	STANDING	FreqBodyGyroMeanX	56	-0.909661802321429
5	STANDING	FreqBodyGyroMeanY	56	-0.939373524464286
5	STANDING	FreqBodyGyroMeanZ	56	-0.907190836607143
5	STANDING	FreqBodyGyroStdX	56	-0.912780915714286
5	STANDING	FreqBodyGyroStdY	56	-0.931857811428571
5	STANDING	FreqBodyGyroStdZ	56	-0.91678935625
5	STANDING	FreqBodyAccMagMean	56	-0.9046413925
5	STANDING	FreqBodyAccMagStd	56	-0.886745170714286
5	STANDING	FreqBodyAccJerkMagMean	56	-0.941825903035714
5	STANDING	FreqBodyAccJerkMagStd	56	-0.943601960178571
5	STANDING	FreqBodyGyroMagMean	56	-0.904543921607143
5	STANDING	FreqBodyGyroMagStd	56	-0.868913993928571
5	STANDING	FreqBodyGyroJerkMagMean	56	-0.952286438035714
5	STANDING	FreqBodyGyroJerkMagStd	56	-0.946196462857143
5	WALKING	TimeBodyAccMeanX	56	0.27784234625
5	WALKING	TimeBodyAccMeanY	56	-0.0172850317482679
5	WALKING	TimeBodyAccMeanZ	56	-0.107741776464286
5	WALKING	TimeBodyAccStdX	56	-0.294098534232143
5	WALKING	TimeBodyAccStdY	56	0.0767484028053571
5	WALKING	TimeBodyAccStdZ	56	-0.45702143625
5	WALKING	TimeGravityAccMeanX	56	0.972624959821428
5	WALKING	TimeGravityAccMeanY	56	-0.100440285303571
5	WALKING	TimeGravityAccMeanZ	56	0.00247623628392857
5	WALKING	TimeGravityAccStdX	56	-0.979348381428571
5	WALKING	TimeGravityAccStdY	56	-0.961585474821429
5	WALKING	TimeGravityAccStdZ	56	-0.964580803928571
5	WALKING	TimeBodyAccJerkMeanX	56	0.0845888833571429
5	WALKING	TimeBodyAccJerkMeanY	56	-0.0163194101232143
5	WALKING	TimeBodyAccJerkMeanZ	56	8.32159351785732e-05
5	WALKING	TimeBodyAccJerkStdX	56	-0.302891024625
5	WALKING	TimeBodyAccJerkStdY	56	-0.0910397428607143
5	WALKING	TimeBodyAccJerkStdZ	56	-0.612895318571429
5	WALKING	TimeBodyGyroMeanX	56	-0.0488919896632143
5	WALKING	TimeBodyGyroMeanY	56	-0.0690135249642857
5	WALKING	TimeBodyGyroMeanZ	56	0.0815435495892857
5	WALKING	TimeBodyGyroStdX	56	-0.490877497857143
5	WALKING	TimeBodyGyroStdY	56	-0.504622029821429
5	WALKING	TimeBodyGyroStdZ	56	-0.318700615178571
5	WALKING	TimeBodyGyroJerkMeanX	56	-0.0888408355267857
5	WALKING	TimeBodyGyroJerkMeanY	56	-0.0449559531089286
5	WALKING	TimeBodyGyroJerkMeanZ	56	-0.0482679596035714
5	WALKING	TimeBodyGyroJerkStdX	56	-0.357681403285714
5	WALKING	TimeBodyGyroJerkStdY	56	-0.57143812375
5	WALKING	TimeBodyGyroJerkStdZ	56	-0.157682543983929
5	WALKING	TimeBodyAccMagMean	56	-0.158338674394643
5	WALKING	TimeBodyAccMagStd	56	-0.377178733392857
5	WALKING	TimeGravityAccMagMean	56	-0.158338674394643
5	WALKING	TimeGravityAccMagStd	56	-0.377178733392857
5	WALKING	TimeBodyAccJerkMagMean	56	-0.288333024071429
5	WALKING	TimeBodyAccJerkMagStd	56	-0.282242276785714
5	WALKING	TimeBodyGyroMagMean	56	-0.355933083571429
5	WALKING	TimeBodyGyroMagStd	56	-0.492176823571429
5	WALKING	TimeBodyGyroJerkMagMean	56	-0.444532485357143
5	WALKING	TimeBodyGyroJerkMagStd	56	-0.48919974625
5	WALKING	FreqBodyAccMeanX	56	-0.287782607410714
5	WALKING	FreqBodyAccMeanY	56	0.00946037755178572
5	WALKING	FreqBodyAccMeanZ	56	-0.490251090714286
5	WALKING	FreqBodyAccStdX	56	-0.297517355196429
5	WALKING	FreqBodyAccStdY	56	0.0426026830839286
5	WALKING	FreqBodyAccStdZ	56	-0.483059957321429
5	WALKING	FreqBodyAccJerkMeanX	56	-0.344954806428571
5	WALKING	FreqBodyAccJerkMeanY	56	-0.181055554206071
5	WALKING	FreqBodyAccJerkMeanZ	56	-0.590496615535714
5	WALKING	FreqBodyAccJerkStdX	56	-0.3213903195
5	WALKING	FreqBodyAccJerkStdY	56	-0.0545213604089286
5	WALKING	FreqBodyAccJerkStdZ	56	-0.633429995714286
5	WALKING	FreqBodyGyroMeanX	56	-0.372668749642857
5	WALKING	FreqBodyGyroMeanY	56	-0.513951718392857
5	WALKING	FreqBodyGyroMeanZ	56	-0.213127031035714
5	WALKING	FreqBodyGyroStdX	56	-0.529392790178571
5	WALKING	FreqBodyGyroStdY	56	-0.502683380535714
5	WALKING	FreqBodyGyroStdZ	56	-0.420367075178571
5	WALKING	FreqBodyAccMagMean	56	-0.304992488892857
5	WALKING	FreqBodyAccMagStd	56	-0.519636926071429
5	WALKING	FreqBodyAccJerkMagMean	56	-0.269481661080357
5	WALKING	FreqBodyAccJerkMagStd	56	-0.305685376071429
5	WALKING	FreqBodyGyroMagMean	56	-0.484262828928571
5	WALKING	FreqBodyGyroMagStd	56	-0.589741506785714
5	WALKING	FreqBodyGyroJerkMagMean	56	-0.548053574821429
5	WALKING	FreqBodyGyroJerkMagStd	56	-0.455665300892857
5	WALKING_DOWNSTAIRS	TimeBodyAccMeanX	47	0.29354392712766
5	WALKING_DOWNSTAIRS	TimeBodyAccMeanY	47	-0.00850107533191489
5	WALKING_DOWNSTAIRS	TimeBodyAccMeanZ	47	-0.100319930659574
5	WALKING_DOWNSTAIRS	TimeBodyAccStdX	47	0.275046110468085
5	WALKING_DOWNSTAIRS	TimeBodyAccStdY	47	0.0907630761042553
5	WALKING_DOWNSTAIRS	TimeBodyAccStdZ	47	-0.325891435319149
5	WALKING_DOWNSTAIRS	TimeGravityAccMeanX	47	0.956649352553191
5	WALKING_DOWNSTAIRS	TimeGravityAccMeanY	47	-0.0607578318319149
5	WALKING_DOWNSTAIRS	TimeGravityAccMeanZ	47	0.0216777910246191
5	WALKING_DOWNSTAIRS	TimeGravityAccStdX	47	-0.950490938510638
5	WALKING_DOWNSTAIRS	TimeGravityAccStdY	47	-0.912363420851064
5	WALKING_DOWNSTAIRS	TimeGravityAccStdZ	47	-0.927192732978723
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanX	47	0.109650600459574
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanY	47	0.0137618233808511
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkMeanZ	47	0.0213397664446808
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdX	47	0.0322415501638298
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdY	47	0.0473612314702128
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkStdZ	47	-0.52265163787234
5	WALKING_DOWNSTAIRS	TimeBodyGyroMeanX	47	-0.068294569906383
5	WALKING_DOWNSTAIRS	TimeBodyGyroMeanY	47	-0.0707805998787234
5	WALKING_DOWNSTAIRS	TimeBodyGyroMeanZ	47	0.0806559989574468
5	WALKING_DOWNSTAIRS	TimeBodyGyroStdX	47	-0.46064684487234
5	WALKING_DOWNSTAIRS	TimeBodyGyroStdY	47	-0.409134149148936
5	WALKING_DOWNSTAIRS	TimeBodyGyroStdZ	47	-0.227869042382979
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanX	47	-0.110149008255319
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanY	47	-0.0708296588478723
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMeanZ	47	-0.0399656935617021
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdX	47	-0.411302217446809
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdY	47	-0.514591487234043
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkStdZ	47	-0.0344217467042553
5	WALKING_DOWNSTAIRS	TimeBodyAccMagMean	47	0.211138853638298
5	WALKING_DOWNSTAIRS	TimeBodyAccMagStd	47	0.205422375957447
5	WALKING_DOWNSTAIRS	TimeGravityAccMagMean	47	0.211138853638298
5	WALKING_DOWNSTAIRS	TimeGravityAccMagStd	47	0.205422375957447
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkMagMean	47	-0.0637528559361702
5	WALKING_DOWNSTAIRS	TimeBodyAccJerkMagStd	47	-0.0292570509829787
5	WALKING_DOWNSTAIRS	TimeBodyGyroMagMean	47	-0.218029835319149
5	WALKING_DOWNSTAIRS	TimeBodyGyroMagStd	47	-0.360678305253192
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMagMean	47	-0.39719562106383
5	WALKING_DOWNSTAIRS	TimeBodyGyroJerkMagStd	47	-0.450303212340425
5	WALKING_DOWNSTAIRS	FreqBodyAccMeanX	47	0.0984320090212766
5	WALKING_DOWNSTAIRS	FreqBodyAccMeanY	47	0.0792280694042553
5	WALKING_DOWNSTAIRS	FreqBodyAccMeanZ	47	-0.374740089574468
5	WALKING_DOWNSTAIRS	FreqBodyAccStdX	47	0.336554724893617
5	WALKING_DOWNSTAIRS	FreqBodyAccStdY	47	0.0268269875085106
5	WALKING_DOWNSTAIRS	FreqBodyAccStdZ	47	-0.353397850212766
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanX	47	-0.0368012151170213
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanY	47	-0.0568032957531915
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkMeanZ	47	-0.491979946170213
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdX	47	0.011055933212766
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdY	47	0.0901720096791489
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkStdZ	47	-0.551178075319149
5	WALKING_DOWNSTAIRS	FreqBodyGyroMeanX	47	-0.295345101425532
5	WALKING_DOWNSTAIRS	FreqBodyGyroMeanY	47	-0.382483075106383
5	WALKING_DOWNSTAIRS	FreqBodyGyroMeanZ	47	-0.034175027916383
5	WALKING_DOWNSTAIRS	FreqBodyGyroStdX	47	-0.51494094106383
5	WALKING_DOWNSTAIRS	FreqBodyGyroStdY	47	-0.431552775319149
5	WALKING_DOWNSTAIRS	FreqBodyGyroStdZ	47	-0.374705187021277
5	WALKING_DOWNSTAIRS	FreqBodyAccMagMean	47	0.155742168808511
5	WALKING_DOWNSTAIRS	FreqBodyAccMagStd	47	0.0428533623276596
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkMagMean	47	0.00918394264170213
5	WALKING_DOWNSTAIRS	FreqBodyAccJerkMagStd	47	-0.089735699787234
5	WALKING_DOWNSTAIRS	FreqBodyGyroMagMean	47	-0.349338414731915
5	WALKING_DOWNSTAIRS	FreqBodyGyroMagStd	47	-0.484141274255319
5	WALKING_DOWNSTAIRS	FreqBodyGyroJerkMagMean	47	-0.453697247021277
5	WALKING_DOWNSTAIRS	FreqBodyGyroJerkMagStd	47	-0.487128422553191
5	WALKING_UPSTAIRS	TimeBodyAccMeanX	47	0.268459469914894
5	WALKING_UPSTAIRS	TimeBodyAccMeanY	47	-0.0325269755153191
5	WALKING_UPSTAIRS	TimeBodyAccMeanZ	47	-0.107471453914894
5	WALKING_UPSTAIRS	TimeBodyAccStdX	47	-0.0457237779851064
5	WALKING_UPSTAIRS	TimeBodyAccStdY	47	0.185022459476596
5	WALKING_UPSTAIRS	TimeBodyAccStdZ	47	-0.308938978787234
5	WALKING_UPSTAIRS	TimeGravityAccMeanX	47	0.936821834893617
5	WALKING_UPSTAIRS	TimeGravityAccMeanY	47	-0.265942569148936
